Varste si grupe de varsta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
70-74 ani, Iasi, Anul 2016, Numar persoane, 3
70-74 ani, Iasi, Anul 2018, Numar persoane, 3
70-74 ani, Iasi, Anul 2019, Numar persoane, 4
70-74 ani, Iasi, Anul 2020, Numar persoane, 4
70-74 ani, Iasi, Anul 2021, Numar persoane, 4
70-74 ani, Iasi, Anul 2022, Numar persoane, 5
70-74 ani, Neamt, Anul 1993, Numar persoane, 1
70-74 ani, Neamt, Anul 1994, Numar persoane, 2
70-74 ani, Neamt, Anul 1995, Numar persoane, 3
70-74 ani, Neamt, Anul 1998, Numar persoane, 3
70-74 ani, Neamt, Anul 1999, Numar persoane, 1
70-74 ani, Neamt, Anul 2001, Numar persoane, 1
70-74 ani, Neamt, Anul 2002, Numar persoane, 1
70-74 ani, Neamt, Anul 2006, Numar persoane, 2
70-74 ani, Neamt, Anul 2007, Numar persoane, 1
70-74 ani, Neamt, Anul 2008, Numar persoane, 1
70-74 ani, Neamt, Anul 2010, Numar persoane, 2
70-74 ani, Neamt, Anul 2011, Numar persoane, 5
70-74 ani, Neamt, Anul 2012, Numar persoane, 1
70-74 ani, Neamt, Anul 2013, Numar persoane, 5
70-74 ani, Neamt, Anul 2015, Numar persoane, 1
70-74 ani, Neamt, Anul 2016, Numar persoane, 2
70-74 ani, Neamt, Anul 2018, Numar persoane, 1
70-74 ani, Neamt, Anul 2020, Numar persoane, 1
70-74 ani, Neamt, Anul 2021, Numar persoane, 1
70-74 ani, Neamt, Anul 2022, Numar persoane, 2
70-74 ani, Suceava, Anul 1992, Numar persoane, 2
70-74 ani, Suceava, Anul 1994, Numar persoane, 1
70-74 ani, Suceava, Anul 1996, Numar persoane, 2
70-74 ani, Suceava, Anul 1997, Numar persoane, 6
70-74 ani, Suceava, Anul 1998, Numar persoane, 2
70-74 ani, Suceava, Anul 1999, Numar persoane, 1
70-74 ani, Suceava, Anul 2000, Numar persoane, 5
70-74 ani, Suceava, Anul 2001, Numar persoane, 1
70-74 ani, Suceava, Anul 2002, Numar persoane, 3
70-74 ani, Suceava, Anul 2004, Numar persoane, 1
70-74 ani, Suceava, Anul 2005, Numar persoane, 1
70-74 ani, Suceava, Anul 2006, Numar persoane, 2
70-74 ani, Suceava, Anul 2008, Numar persoane, 2
70-74 ani, Suceava, Anul 2009, Numar persoane, 3
70-74 ani, Suceava, Anul 2010, Numar persoane, 1
70-74 ani, Suceava, Anul 2011, Numar persoane, 9
70-74 ani, Suceava, Anul 2012, Numar persoane, 1
70-74 ani, Suceava, Anul 2013, Numar persoane, 6
70-74 ani, Suceava, Anul 2016, Numar persoane, 1
70-74 ani, Suceava, Anul 2022, Numar persoane, 3
70-74 ani, Vaslui, Anul 1996, Numar persoane, 1
70-74 ani, Vaslui, Anul 1997, Numar persoane, 2
70-74 ani, Vaslui, Anul 1998, Numar persoane, 4
70-74 ani, Vaslui, Anul 2000, Numar persoane, 1
70-74 ani, Vaslui, Anul 2002, Numar persoane, 1
70-74 ani, Vaslui, Anul 2004, Numar persoane, 1
70-74 ani, Vaslui, Anul 2007, Numar persoane, 1
70-74 ani, Vaslui, Anul 2009, Numar persoane, 1
70-74 ani, Vaslui, Anul 2011, Numar persoane, 3
70-74 ani, Vaslui, Anul 2013, Numar persoane, 1
70-74 ani, Vaslui, Anul 2014, Numar persoane, 1
70-74 ani, Vaslui, Anul 2017, Numar persoane, 1
70-74 ani, Vaslui, Anul 2019, Numar persoane, 2
70-74 ani, Vaslui, Anul 2020, Numar persoane, 1
70-74 ani, Vaslui, Anul 2021, Numar persoane, 1
70-74 ani, Vaslui, Anul 2022, Numar persoane, 2
70-74 ani, Braila, Anul 1992, Numar persoane, 3
70-74 ani, Braila, Anul 1993, Numar persoane, 2
70-74 ani, Braila, Anul 1995, Numar persoane, 1
70-74 ani, Braila, Anul 1996, Numar persoane, 1
70-74 ani, Braila, Anul 1997, Numar persoane, 1
70-74 ani, Braila, Anul 1998, Numar persoane, 3
70-74 ani, Braila, Anul 1999, Numar persoane, 1
70-74 ani, Braila, Anul 2000, Numar persoane, 1
70-74 ani, Braila, Anul 2002, Numar persoane, 1
70-74 ani, Braila, Anul 2009, Numar persoane, 1
70-74 ani, Braila, Anul 2011, Numar persoane, 1
70-74 ani, Braila, Anul 2017, Numar persoane, 1
70-74 ani, Braila, Anul 2020, Numar persoane, 1
70-74 ani, Buzau, Anul 1992, Numar persoane, 1
70-74 ani, Buzau, Anul 1993, Numar persoane, 1
70-74 ani, Buzau, Anul 1996, Numar persoane, 3
70-74 ani, Buzau, Anul 1997, Numar persoane, 1
70-74 ani, Buzau, Anul 1998, Numar persoane, 1
70-74 ani, Buzau, Anul 2001, Numar persoane, 1
70-74 ani, Buzau, Anul 2004, Numar persoane, 1
70-74 ani, Buzau, Anul 2005, Numar persoane, 2
70-74 ani, Buzau, Anul 2021, Numar persoane, 1
70-74 ani, Constanta, Anul 1992, Numar persoane, 4
70-74 ani, Constanta, Anul 1993, Numar persoane, 3
70-74 ani, Constanta, Anul 1994, Numar persoane, 6
70-74 ani, Constanta, Anul 1995, Numar persoane, 3
70-74 ani, Constanta, Anul 1996, Numar persoane, 5
70-74 ani, Constanta, Anul 1997, Numar persoane, 8
70-74 ani, Constanta, Anul 1998, Numar persoane, 2
70-74 ani, Constanta, Anul 1999, Numar persoane, 5
70-74 ani, Constanta, Anul 2000, Numar persoane, 5
70-74 ani, Constanta, Anul 2001, Numar persoane, 1
70-74 ani, Constanta, Anul 2003, Numar persoane, 4
70-74 ani, Constanta, Anul 2004, Numar persoane, 4
70-74 ani, Constanta, Anul 2005, Numar persoane, 3
70-74 ani, Constanta, Anul 2007, Numar persoane, 5
70-74 ani, Constanta, Anul 2008, Numar persoane, 3
70-74 ani, Constanta, Anul 2009, Numar persoane, 1
70-74 ani, Constanta, Anul 2012, Numar persoane, 2
70-74 ani, Constanta, Anul 2014, Numar persoane, 2
70-74 ani, Constanta, Anul 2017, Numar persoane, 3
70-74 ani, Constanta, Anul 2018, Numar persoane, 1
70-74 ani, Constanta, Anul 2019, Numar persoane, 5
70-74 ani, Constanta, Anul 2020, Numar persoane, 4
70-74 ani, Constanta, Anul 2021, Numar persoane, 7
70-74 ani, Constanta, Anul 2022, Numar persoane, 4
70-74 ani, Galati, Anul 1992, Numar persoane, 3
70-74 ani, Galati, Anul 1993, Numar persoane, 1
70-74 ani, Galati, Anul 1994, Numar persoane, 3
70-74 ani, Galati, Anul 1995, Numar persoane, 1
70-74 ani, Galati, Anul 1996, Numar persoane, 3
70-74 ani, Galati, Anul 1997, Numar persoane, 6
70-74 ani, Galati, Anul 1998, Numar persoane, 3
70-74 ani, Galati, Anul 1999, Numar persoane, 2
70-74 ani, Galati, Anul 2000, Numar persoane, 3
70-74 ani, Galati, Anul 2004, Numar persoane, 1
70-74 ani, Galati, Anul 2005, Numar persoane, 1
70-74 ani, Galati, Anul 2009, Numar persoane, 1
70-74 ani, Galati, Anul 2010, Numar persoane, 2
70-74 ani, Galati, Anul 2011, Numar persoane, 6
70-74 ani, Galati, Anul 2012, Numar persoane, 3
70-74 ani, Galati, Anul 2013, Numar persoane, 4
70-74 ani, Galati, Anul 2015, Numar persoane, 1
70-74 ani, Galati, Anul 2016, Numar persoane, 2
70-74 ani, Galati, Anul 2018, Numar persoane, 1
70-74 ani, Galati, Anul 2019, Numar persoane, 3
70-74 ani, Galati, Anul 2020, Numar persoane, 1
70-74 ani, Galati, Anul 2021, Numar persoane, 2
70-74 ani, Galati, Anul 2022, Numar persoane, 1
70-74 ani, Tulcea, Anul 1993, Numar persoane, 1
70-74 ani, Tulcea, Anul 1997, Numar persoane, 1
70-74 ani, Tulcea, Anul 1998, Numar persoane, 1
70-74 ani, Tulcea, Anul 2003, Numar persoane, 1
70-74 ani, Tulcea, Anul 2006, Numar persoane, 1
70-74 ani, Tulcea, Anul 2016, Numar persoane, 1
70-74 ani, Vrancea, Anul 1992, Numar persoane, 1
70-74 ani, Vrancea, Anul 1993, Numar persoane, 1
70-74 ani, Vrancea, Anul 1997, Numar persoane, 2
70-74 ani, Vrancea, Anul 1998, Numar persoane, 1
70-74 ani, Vrancea, Anul 2001, Numar persoane, 1
70-74 ani, Vrancea, Anul 2005, Numar persoane, 1
70-74 ani, Vrancea, Anul 2007, Numar persoane, 2
70-74 ani, Vrancea, Anul 2011, Numar persoane, 4
70-74 ani, Vrancea, Anul 2013, Numar persoane, 1
70-74 ani, Vrancea, Anul 2016, Numar persoane, 1
70-74 ani, Vrancea, Anul 2017, Numar persoane, 1
70-74 ani, Vrancea, Anul 2019, Numar persoane, 1
70-74 ani, Vrancea, Anul 2020, Numar persoane, 1
70-74 ani, Vrancea, Anul 2021, Numar persoane, 3
70-74 ani, Arges, Anul 1995, Numar persoane, 1
70-74 ani, Arges, Anul 1996, Numar persoane, 2
70-74 ani, Arges, Anul 1997, Numar persoane, 1
70-74 ani, Arges, Anul 1998, Numar persoane, 2
70-74 ani, Arges, Anul 1999, Numar persoane, 3
70-74 ani, Arges, Anul 2001, Numar persoane, 1
70-74 ani, Arges, Anul 2003, Numar persoane, 1
70-74 ani, Arges, Anul 2005, Numar persoane, 1
70-74 ani, Arges, Anul 2006, Numar persoane, 2
70-74 ani, Arges, Anul 2007, Numar persoane, 2
70-74 ani, Arges, Anul 2009, Numar persoane, 1
70-74 ani, Arges, Anul 2010, Numar persoane, 1
70-74 ani, Arges, Anul 2011, Numar persoane, 1
70-74 ani, Arges, Anul 2015, Numar persoane, 1
70-74 ani, Arges, Anul 2017, Numar persoane, 1
70-74 ani, Arges, Anul 2019, Numar persoane, 3
70-74 ani, Arges, Anul 2020, Numar persoane, 2
70-74 ani, Arges, Anul 2021, Numar persoane, 1
70-74 ani, Calarasi, Anul 1992, Numar persoane, 1
70-74 ani, Calarasi, Anul 1997, Numar persoane, 1
70-74 ani, Calarasi, Anul 1998, Numar persoane, 2
70-74 ani, Calarasi, Anul 1999, Numar persoane, 1
70-74 ani, Calarasi, Anul 2017, Numar persoane, 1
70-74 ani, Calarasi, Anul 2021, Numar persoane, 1
70-74 ani, Calarasi, Anul 2022, Numar persoane, 1
70-74 ani, Dambovita, Anul 1997, Numar persoane, 2
70-74 ani, Dambovita, Anul 1998, Numar persoane, 2
70-74 ani, Dambovita, Anul 2000, Numar persoane, 1
70-74 ani, Dambovita, Anul 2001, Numar persoane, 1
70-74 ani, Dambovita, Anul 2002, Numar persoane, 1
70-74 ani, Dambovita, Anul 2005, Numar persoane, 1
70-74 ani, Dambovita, Anul 2007, Numar persoane, 1
70-74 ani, Dambovita, Anul 2008, Numar persoane, 1
70-74 ani, Dambovita, Anul 2012, Numar persoane, 1
70-74 ani, Dambovita, Anul 2016, Numar persoane, 1
70-74 ani, Dambovita, Anul 2019, Numar persoane, 1
70-74 ani, Dambovita, Anul 2020, Numar persoane, 1
70-74 ani, Dambovita, Anul 2021, Numar persoane, 1
70-74 ani, Dambovita, Anul 2022, Numar persoane, 1
70-74 ani, Giurgiu, Anul 2003, Numar persoane, 1
70-74 ani, Giurgiu, Anul 2006, Numar persoane, 1
70-74 ani, Giurgiu, Anul 2022, Numar persoane, 1
70-74 ani, Ialomita, Anul 1997, Numar persoane, 1
70-74 ani, Ialomita, Anul 2007, Numar persoane, 2
70-74 ani, Ialomita, Anul 2009, Numar persoane, 1
70-74 ani, Ialomita, Anul 2016, Numar persoane, 1
70-74 ani, Prahova, Anul 1992, Numar persoane, 3
70-74 ani, Prahova, Anul 1993, Numar persoane, 2
70-74 ani, Prahova, Anul 1995, Numar persoane, 6
70-74 ani, Prahova, Anul 1996, Numar persoane, 8
70-74 ani, Prahova, Anul 1997, Numar persoane, 6
70-74 ani, Prahova, Anul 1998, Numar persoane, 4
70-74 ani, Prahova, Anul 1999, Numar persoane, 3
70-74 ani, Prahova, Anul 2001, Numar persoane, 2
70-74 ani, Prahova, Anul 2002, Numar persoane, 2
70-74 ani, Prahova, Anul 2003, Numar persoane, 2
70-74 ani, Prahova, Anul 2004, Numar persoane, 3
70-74 ani, Prahova, Anul 2007, Numar persoane, 3
70-74 ani, Prahova, Anul 2008, Numar persoane, 3
70-74 ani, Prahova, Anul 2009, Numar persoane, 1
70-74 ani, Prahova, Anul 2011, Numar persoane, 1
70-74 ani, Prahova, Anul 2012, Numar persoane, 1
70-74 ani, Prahova, Anul 2014, Numar persoane, 1
70-74 ani, Prahova, Anul 2015, Numar persoane, 1
70-74 ani, Prahova, Anul 2016, Numar persoane, 1
70-74 ani, Prahova, Anul 2018, Numar persoane, 1
70-74 ani, Prahova, Anul 2019, Numar persoane, 4
70-74 ani, Prahova, Anul 2020, Numar persoane, 1
70-74 ani, Prahova, Anul 2021, Numar persoane, 1
70-74 ani, Prahova, Anul 2022, Numar persoane, 1
70-74 ani, Teleorman, Anul 1994, Numar persoane, 1
70-74 ani, Teleorman, Anul 1995, Numar persoane, 1
70-74 ani, Teleorman, Anul 2000, Numar persoane, 1
70-74 ani, Teleorman, Anul 2002, Numar persoane, 1
70-74 ani, Teleorman, Anul 2004, Numar persoane, 1
70-74 ani, Teleorman, Anul 2006, Numar persoane, 1
70-74 ani, Teleorman, Anul 2011, Numar persoane, 1
70-74 ani, Teleorman, Anul 2021, Numar persoane, 1
70-74 ani, Ilfov, Anul 1992, Numar persoane, 1
70-74 ani, Ilfov, Anul 2012, Numar persoane, 1
70-74 ani, Ilfov, Anul 2015, Numar persoane, 1
70-74 ani, Ilfov, Anul 2017, Numar persoane, 1
70-74 ani, Ilfov, Anul 2020, Numar persoane, 1
70-74 ani, Ilfov, Anul 2021, Numar persoane, 3
70-74 ani, Ilfov, Anul 2022, Numar persoane, 2
70-74 ani, Municipiul Bucuresti, Anul 1992, Numar persoane, 83
70-74 ani, Municipiul Bucuresti, Anul 1993, Numar persoane, 30
70-74 ani, Municipiul Bucuresti, Anul 1994, Numar persoane, 20
70-74 ani, Municipiul Bucuresti, Anul 1995, Numar persoane, 60
70-74 ani, Municipiul Bucuresti, Anul 1996, Numar persoane, 118
70-74 ani, Municipiul Bucuresti, Anul 1997, Numar persoane, 114
70-74 ani, Municipiul Bucuresti, Anul 1998, Numar persoane, 126
70-74 ani, Municipiul Bucuresti, Anul 1999, Numar persoane, 68
70-74 ani, Municipiul Bucuresti, Anul 2000, Numar persoane, 54
70-74 ani, Municipiul Bucuresti, Anul 2001, Numar persoane, 35
70-74 ani, Municipiul Bucuresti, Anul 2002, Numar persoane, 21
70-74 ani, Municipiul Bucuresti, Anul 2003, Numar persoane, 31
70-74 ani, Municipiul Bucuresti, Anul 2004, Numar persoane, 32
70-74 ani, Municipiul Bucuresti, Anul 2005, Numar persoane, 40
70-74 ani, Municipiul Bucuresti, Anul 2006, Numar persoane, 46
70-74 ani, Municipiul Bucuresti, Anul 2007, Numar persoane, 23
70-74 ani, Municipiul Bucuresti, Anul 2008, Numar persoane, 9
70-74 ani, Municipiul Bucuresti, Anul 2009, Numar persoane, 21
70-74 ani, Municipiul Bucuresti, Anul 2010, Numar persoane, 11
70-74 ani, Municipiul Bucuresti, Anul 2011, Numar persoane, 42
70-74 ani, Municipiul Bucuresti, Anul 2012, Numar persoane, 39
70-74 ani, Municipiul Bucuresti, Anul 2013, Numar persoane, 29
70-74 ani, Municipiul Bucuresti, Anul 2014, Numar persoane, 3
70-74 ani, Municipiul Bucuresti, Anul 2015, Numar persoane, 16
70-74 ani, Municipiul Bucuresti, Anul 2016, Numar persoane, 8
70-74 ani, Municipiul Bucuresti, Anul 2017, Numar persoane, 15
70-74 ani, Municipiul Bucuresti, Anul 2018, Numar persoane, 18
70-74 ani, Municipiul Bucuresti, Anul 2019, Numar persoane, 30
70-74 ani, Municipiul Bucuresti, Anul 2020, Numar persoane, 18
70-74 ani, Municipiul Bucuresti, Anul 2021, Numar persoane, 22
70-74 ani, Municipiul Bucuresti, Anul 2022, Numar persoane, 30
70-74 ani, Dolj, Anul 1992, Numar persoane, 1
70-74 ani, Dolj, Anul 1995, Numar persoane, 1
70-74 ani, Dolj, Anul 1997, Numar persoane, 2
70-74 ani, Dolj, Anul 1999, Numar persoane, 2
70-74 ani, Dolj, Anul 2000, Numar persoane, 3
70-74 ani, Dolj, Anul 2002, Numar persoane, 1
70-74 ani, Dolj, Anul 2005, Numar persoane, 1
70-74 ani, Dolj, Anul 2006, Numar persoane, 2
70-74 ani, Dolj, Anul 2007, Numar persoane, 4
70-74 ani, Dolj, Anul 2009, Numar persoane, 1
70-74 ani, Dolj, Anul 2011, Numar persoane, 2
70-74 ani, Dolj, Anul 2015, Numar persoane, 1
70-74 ani, Dolj, Anul 2017, Numar persoane, 3
70-74 ani, Dolj, Anul 2018, Numar persoane, 2
70-74 ani, Dolj, Anul 2019, Numar persoane, 2
70-74 ani, Gorj, Anul 1992, Numar persoane, 1
70-74 ani, Gorj, Anul 1996, Numar persoane, 1
70-74 ani, Gorj, Anul 2013, Numar persoane, 1
70-74 ani, Gorj, Anul 2021, Numar persoane, 1
70-74 ani, Mehedinti, Anul 1992, Numar persoane, 2
70-74 ani, Mehedinti, Anul 1996, Numar persoane, 1
70-74 ani, Mehedinti, Anul 1997, Numar persoane, 2
70-74 ani, Mehedinti, Anul 1998, Numar persoane, 4
70-74 ani, Mehedinti, Anul 1999, Numar persoane, 1
70-74 ani, Mehedinti, Anul 2002, Numar persoane, 1
70-74 ani, Mehedinti, Anul 2005, Numar persoane, 1
70-74 ani, Mehedinti, Anul 2006, Numar persoane, 2
70-74 ani, Mehedinti, Anul 2007, Numar persoane, 1
70-74 ani, Mehedinti, Anul 2017, Numar persoane, 1
70-74 ani, Mehedinti, Anul 2019, Numar persoane, 1
70-74 ani, Olt, Anul 1993, Numar persoane, 1
70-74 ani, Olt, Anul 1999, Numar persoane, 1
70-74 ani, Olt, Anul 2007, Numar persoane, 1
70-74 ani, Olt, Anul 2022, Numar persoane, 2
70-74 ani, Valcea, Anul 1997, Numar persoane, 1
70-74 ani, Valcea, Anul 2004, Numar persoane, 1
70-74 ani, Valcea, Anul 2010, Numar persoane, 2
70-74 ani, Valcea, Anul 2021, Numar persoane, 1
70-74 ani, Valcea, Anul 2022, Numar persoane, 1
70-74 ani, Arad, Anul 1992, Numar persoane, 27
70-74 ani, Arad, Anul 1993, Numar persoane, 67
70-74 ani, Arad, Anul 1994, Numar persoane, 22
70-74 ani, Arad, Anul 1995, Numar persoane, 17
70-74 ani, Arad, Anul 1996, Numar persoane, 13
70-74 ani, Arad, Anul 1997, Numar persoane, 5
70-74 ani, Arad, Anul 1998, Numar persoane, 7
70-74 ani, Arad, Anul 1999, Numar persoane, 5
70-74 ani, Arad, Anul 2000, Numar persoane, 5
70-74 ani, Arad, Anul 2001, Numar persoane, 3
70-74 ani, Arad, Anul 2002, Numar persoane, 1
70-74 ani, Arad, Anul 2003, Numar persoane, 5
70-74 ani, Arad, Anul 2004, Numar persoane, 1
70-74 ani, Arad, Anul 2005, Numar persoane, 6
70-74 ani, Arad, Anul 2006, Numar persoane, 2
70-74 ani, Arad, Anul 2007, Numar persoane, 1
70-74 ani, Arad, Anul 2008, Numar persoane, 5
70-74 ani, Arad, Anul 2009, Numar persoane, 4
70-74 ani, Arad, Anul 2012, Numar persoane, 4
70-74 ani, Arad, Anul 2013, Numar persoane, 2
70-74 ani, Arad, Anul 2014, Numar persoane, 2
70-74 ani, Arad, Anul 2015, Numar persoane, 1
70-74 ani, Arad, Anul 2016, Numar persoane, 1
70-74 ani, Arad, Anul 2018, Numar persoane, 4
70-74 ani, Arad, Anul 2019, Numar persoane, 1
70-74 ani, Arad, Anul 2021, Numar persoane, 2
70-74 ani, Arad, Anul 2022, Numar persoane, 2
70-74 ani, Caras-Severin, Anul 1992, Numar persoane, 15
70-74 ani, Caras-Severin, Anul 1993, Numar persoane, 14
70-74 ani, Caras-Severin, Anul 1994, Numar persoane, 10
70-74 ani, Caras-Severin, Anul 1995, Numar persoane, 8
70-74 ani, Caras-Severin, Anul 1996, Numar persoane, 15
70-74 ani, Caras-Severin, Anul 1997, Numar persoane, 11
70-74 ani, Caras-Severin, Anul 1998, Numar persoane, 9
70-74 ani, Caras-Severin, Anul 1999, Numar persoane, 2
70-74 ani, Caras-Severin, Anul 2000, Numar persoane, 6
70-74 ani, Caras-Severin, Anul 2001, Numar persoane, 3
70-74 ani, Caras-Severin, Anul 2002, Numar persoane, 1
70-74 ani, Caras-Severin, Anul 2003, Numar persoane, 2
70-74 ani, Caras-Severin, Anul 2004, Numar persoane, 2
70-74 ani, Caras-Severin, Anul 2005, Numar persoane, 1
70-74 ani, Caras-Severin, Anul 2006, Numar persoane, 2
70-74 ani, Caras-Severin, Anul 2007, Numar persoane, 1
70-74 ani, Caras-Severin, Anul 2011, Numar persoane, 1
70-74 ani, Caras-Severin, Anul 2012, Numar persoane, 1
70-74 ani, Caras-Severin, Anul 2013, Numar persoane, 2
70-74 ani, Caras-Severin, Anul 2015, Numar persoane, 1
70-74 ani, Caras-Severin, Anul 2016, Numar persoane, 1
70-74 ani, Caras-Severin, Anul 2017, Numar persoane, 4
70-74 ani, Caras-Severin, Anul 2020, Numar persoane, 1
70-74 ani, Caras-Severin, Anul 2021, Numar persoane, 3
70-74 ani, Caras-Severin, Anul 2022, Numar persoane, 4
70-74 ani, Hunedoara, Anul 1992, Numar persoane, 5
70-74 ani, Hunedoara, Anul 1993, Numar persoane, 2
70-74 ani, Hunedoara, Anul 1994, Numar persoane, 2
70-74 ani, Hunedoara, Anul 1995, Numar persoane, 8
70-74 ani, Hunedoara, Anul 1996, Numar persoane, 5
70-74 ani, Hunedoara, Anul 1997, Numar persoane, 4
70-74 ani, Hunedoara, Anul 1998, Numar persoane, 1
70-74 ani, Hunedoara, Anul 2001, Numar persoane, 1
70-74 ani, Hunedoara, Anul 2002, Numar persoane, 1
70-74 ani, Hunedoara, Anul 2004, Numar persoane, 2
70-74 ani, Hunedoara, Anul 2006, Numar persoane, 1
70-74 ani, Hunedoara, Anul 2007, Numar persoane, 1
70-74 ani, Hunedoara, Anul 2009, Numar persoane, 3
70-74 ani, Hunedoara, Anul 2011, Numar persoane, 2
70-74 ani, Hunedoara, Anul 2016, Numar persoane, 3
70-74 ani, Hunedoara, Anul 2021, Numar persoane, 4
70-74 ani, Timis, Anul 1992, Numar persoane, 80
70-74 ani, Timis, Anul 1993, Numar persoane, 68
70-74 ani, Timis, Anul 1994, Numar persoane, 67
70-74 ani, Timis, Anul 1995, Numar persoane, 49
70-74 ani, Timis, Anul 1996, Numar persoane, 51
70-74 ani, Timis, Anul 1997, Numar persoane, 28
70-74 ani, Timis, Anul 1998, Numar persoane, 24
70-74 ani, Timis, Anul 1999, Numar persoane, 15
70-74 ani, Timis, Anul 2000, Numar persoane, 17
70-74 ani, Timis, Anul 2001, Numar persoane, 10
70-74 ani, Timis, Anul 2002, Numar persoane, 7
70-74 ani, Timis, Anul 2003, Numar persoane, 12
70-74 ani, Timis, Anul 2004, Numar persoane, 7
70-74 ani, Timis, Anul 2005, Numar persoane, 6
70-74 ani, Timis, Anul 2006, Numar persoane, 16
70-74 ani, Timis, Anul 2007, Numar persoane, 2
70-74 ani, Timis, Anul 2008, Numar persoane, 6
70-74 ani, Timis, Anul 2009, Numar persoane, 4
70-74 ani, Timis, Anul 2010, Numar persoane, 8
70-74 ani, Timis, Anul 2011, Numar persoane, 20
70-74 ani, Timis, Anul 2012, Numar persoane, 6
70-74 ani, Timis, Anul 2013, Numar persoane, 8
70-74 ani, Timis, Anul 2014, Numar persoane, 1
70-74 ani, Timis, Anul 2015, Numar persoane, 3
70-74 ani, Timis, Anul 2016, Numar persoane, 2
70-74 ani, Timis, Anul 2017, Numar persoane, 7
70-74 ani, Timis, Anul 2018, Numar persoane, 6
70-74 ani, Timis, Anul 2019, Numar persoane, 4
70-74 ani, Timis, Anul 2020, Numar persoane, 4
70-74 ani, Timis, Anul 2021, Numar persoane, 6
70-74 ani, Timis, Anul 2022, Numar persoane, 8
75-79 ani, Bihor, Anul 1992, Numar persoane, 9
75-79 ani, Bihor, Anul 1993, Numar persoane, 5
75-79 ani, Bihor, Anul 1994, Numar persoane, 2
75-79 ani, Bihor, Anul 1995, Numar persoane, 13
75-79 ani, Bihor, Anul 1996, Numar persoane, 3
75-79 ani, Bihor, Anul 1997, Numar persoane, 9
75-79 ani, Bihor, Anul 1998, Numar persoane, 7
75-79 ani, Bihor, Anul 1999, Numar persoane, 5
75-79 ani, Bihor, Anul 2000, Numar persoane, 7
75-79 ani, Bihor, Anul 2001, Numar persoane, 1
75-79 ani, Bihor, Anul 2002, Numar persoane, 3
75-79 ani, Bihor, Anul 2003, Numar persoane, 4
75-79 ani, Bihor, Anul 2004, Numar persoane, 6
75-79 ani, Bihor, Anul 2005, Numar persoane, 3
75-79 ani, Bihor, Anul 2006, Numar persoane, 5
75-79 ani, Bihor, Anul 2007, Numar persoane, 3
75-79 ani, Bihor, Anul 2009, Numar persoane, 2
75-79 ani, Bihor, Anul 2011, Numar persoane, 1
75-79 ani, Bihor, Anul 2016, Numar persoane, 3
75-79 ani, Bihor, Anul 2019, Numar persoane, 1
75-79 ani, Bihor, Anul 2021, Numar persoane, 1
75-79 ani, Bihor, Anul 2022, Numar persoane, 2
75-79 ani, Bistrita-Nasaud, Anul 1992, Numar persoane, 2
75-79 ani, Bistrita-Nasaud, Anul 1995, Numar persoane, 1
75-79 ani, Bistrita-Nasaud, Anul 1997, Numar persoane, 2
75-79 ani, Bistrita-Nasaud, Anul 1999, Numar persoane, 2
75-79 ani, Bistrita-Nasaud, Anul 2001, Numar persoane, 1
75-79 ani, Bistrita-Nasaud, Anul 2006, Numar persoane, 2
75-79 ani, Bistrita-Nasaud, Anul 2009, Numar persoane, 1
75-79 ani, Cluj, Anul 1992, Numar persoane, 6
75-79 ani, Cluj, Anul 1993, Numar persoane, 9
75-79 ani, Cluj, Anul 1994, Numar persoane, 4
75-79 ani, Cluj, Anul 1995, Numar persoane, 13
75-79 ani, Cluj, Anul 1996, Numar persoane, 8
75-79 ani, Cluj, Anul 1997, Numar persoane, 9
75-79 ani, Cluj, Anul 1998, Numar persoane, 4
75-79 ani, Cluj, Anul 1999, Numar persoane, 6
75-79 ani, Cluj, Anul 2000, Numar persoane, 10
75-79 ani, Cluj, Anul 2001, Numar persoane, 3
75-79 ani, Cluj, Anul 2002, Numar persoane, 2
75-79 ani, Cluj, Anul 2003, Numar persoane, 7
75-79 ani, Cluj, Anul 2004, Numar persoane, 3
75-79 ani, Cluj, Anul 2005, Numar persoane, 3
75-79 ani, Cluj, Anul 2006, Numar persoane, 2
75-79 ani, Cluj, Anul 2007, Numar persoane, 2
75-79 ani, Cluj, Anul 2008, Numar persoane, 4
75-79 ani, Cluj, Anul 2009, Numar persoane, 4
75-79 ani, Cluj, Anul 2012, Numar persoane, 4
75-79 ani, Cluj, Anul 2013, Numar persoane, 6
75-79 ani, Cluj, Anul 2014, Numar persoane, 2
75-79 ani, Cluj, Anul 2015, Numar persoane, 7
75-79 ani, Cluj, Anul 2016, Numar persoane, 5
75-79 ani, Cluj, Anul 2017, Numar persoane, 7
75-79 ani, Cluj, Anul 2018, Numar persoane, 14
75-79 ani, Cluj, Anul 2019, Numar persoane, 2
75-79 ani, Cluj, Anul 2020, Numar persoane, 6
75-79 ani, Cluj, Anul 2021, Numar persoane, 5
75-79 ani, Cluj, Anul 2022, Numar persoane, 9
75-79 ani, Maramures, Anul 1992, Numar persoane, 2
75-79 ani, Maramures, Anul 1993, Numar persoane, 1
75-79 ani, Maramures, Anul 1995, Numar persoane, 1
75-79 ani, Maramures, Anul 1996, Numar persoane, 3
75-79 ani, Maramures, Anul 1997, Numar persoane, 2
