Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Procente, Valoare
Feminin, Harghita, Anul 2003, Procente, 7.7
Feminin, Harghita, Anul 2004, Procente, 6.2
Feminin, Harghita, Anul 2005, Procente, 7.2
Feminin, Harghita, Anul 2006, Procente, 5.9
Feminin, Harghita, Anul 2007, Procente, 4.9
Feminin, Harghita, Anul 2008, Procente, 6.2
Feminin, Harghita, Anul 2009, Procente, 9.3
Feminin, Harghita, Anul 2010, Procente, 8.4
Feminin, Harghita, Anul 2011, Procente, 6.2
Feminin, Harghita, Anul 2012, Procente, 6.5
Feminin, Harghita, Anul 2013, Procente, 6.7
Feminin, Harghita, Anul 2014, Procente, 5.6
Feminin, Harghita, Anul 2015, Procente, 5.3
Feminin, Harghita, Anul 2016, Procente, 5.6
Feminin, Harghita, Anul 2017, Procente, 4.5
Feminin, Harghita, Anul 2018, Procente, 4.2
Feminin, Harghita, Anul 2019, Procente, 3.9
Feminin, Harghita, Anul 2020, Procente, 5.4
Feminin, Harghita, Anul 2021, Procente, 4.2
Feminin, Mures, Anul 1991, Procente, 2.7
Feminin, Mures, Anul 1992, Procente, 8.9
Feminin, Mures, Anul 1993, Procente, 11.1
Feminin, Mures, Anul 1994, Procente, 13.9
Feminin, Mures, Anul 1995, Procente, 14.9
Feminin, Mures, Anul 1996, Procente, 9.2
Feminin, Mures, Anul 1997, Procente, 11.2
Feminin, Mures, Anul 1998, Procente, 9.2
Feminin, Mures, Anul 1999, Procente, 7.9
Feminin, Mures, Anul 2000, Procente, 6.4
Feminin, Mures, Anul 2001, Procente, 5.2
Feminin, Mures, Anul 2002, Procente, 5.1
Feminin, Mures, Anul 2003, Procente, 6
Feminin, Mures, Anul 2004, Procente, 4.2
Feminin, Mures, Anul 2005, Procente, 4.3
Feminin, Mures, Anul 2006, Procente, 4.8
Feminin, Mures, Anul 2007, Procente, 4.1
Feminin, Mures, Anul 2008, Procente, 4.6
Feminin, Mures, Anul 2009, Procente, 7.6
Feminin, Mures, Anul 2010, Procente, 7.5
Feminin, Mures, Anul 2011, Procente, 5.6
Feminin, Mures, Anul 2012, Procente, 5.5
Feminin, Mures, Anul 2013, Procente, 5.1
Feminin, Mures, Anul 2014, Procente, 5.1
Feminin, Mures, Anul 2015, Procente, 4.4
Feminin, Mures, Anul 2016, Procente, 4.4
Feminin, Mures, Anul 2017, Procente, 3.5
Feminin, Mures, Anul 2018, Procente, 2.8
Feminin, Mures, Anul 2019, Procente, 2.7
Feminin, Mures, Anul 2020, Procente, 3
Feminin, Mures, Anul 2021, Procente, 2.7
Feminin, Sibiu, Anul 1991, Procente, 2.7
Feminin, Sibiu, Anul 1992, Procente, 10.3
Feminin, Sibiu, Anul 1993, Procente, 12.1
Feminin, Sibiu, Anul 1994, Procente, 14.4
Feminin, Sibiu, Anul 1995, Procente, 10.8
Feminin, Sibiu, Anul 1996, Procente, 8.7
Feminin, Sibiu, Anul 1997, Procente, 8.3
Feminin, Sibiu, Anul 1998, Procente, 10.2
Feminin, Sibiu, Anul 1999, Procente, 11.7
Feminin, Sibiu, Anul 2000, Procente, 9.8
Feminin, Sibiu, Anul 2001, Procente, 7.9
Feminin, Sibiu, Anul 2002, Procente, 7.3
Feminin, Sibiu, Anul 2003, Procente, 7.1
Feminin, Sibiu, Anul 2004, Procente, 6.1
Feminin, Sibiu, Anul 2005, Procente, 5.4
Feminin, Sibiu, Anul 2006, Procente, 4.5
Feminin, Sibiu, Anul 2007, Procente, 3.2
Feminin, Sibiu, Anul 2008, Procente, 3.1
Feminin, Sibiu, Anul 2009, Procente, 7.7
Feminin, Sibiu, Anul 2010, Procente, 5.1
Feminin, Sibiu, Anul 2011, Procente, 4.3
Feminin, Sibiu, Anul 2012, Procente, 4.2
Feminin, Sibiu, Anul 2013, Procente, 4.3
Feminin, Sibiu, Anul 2014, Procente, 4
Feminin, Sibiu, Anul 2015, Procente, 3.4
Feminin, Sibiu, Anul 2016, Procente, 3
Feminin, Sibiu, Anul 2017, Procente, 2.3
Feminin, Sibiu, Anul 2018, Procente, 1.8
Feminin, Sibiu, Anul 2019, Procente, 1.9
Feminin, Sibiu, Anul 2020, Procente, 3.2
Feminin, Sibiu, Anul 2021, Procente, 2
Feminin, Bacau, Anul 1991, Procente, 4.3
Feminin, Bacau, Anul 1992, Procente, 11.3
Feminin, Bacau, Anul 1993, Procente, 11.7
Feminin, Bacau, Anul 1994, Procente, 12.7
Feminin, Bacau, Anul 1995, Procente, 11.9
Feminin, Bacau, Anul 1996, Procente, 7.7
Feminin, Bacau, Anul 1997, Procente, 9.7
Feminin, Bacau, Anul 1998, Procente, 9.6
Feminin, Bacau, Anul 1999, Procente, 12.7
Feminin, Bacau, Anul 2000, Procente, 8.4
Feminin, Bacau, Anul 2001, Procente, 7.9
Feminin, Bacau, Anul 2002, Procente, 8.7
Feminin, Bacau, Anul 2003, Procente, 7.1
Feminin, Bacau, Anul 2004, Procente, 5.7
Feminin, Bacau, Anul 2005, Procente, 4.9
Feminin, Bacau, Anul 2006, Procente, 5
Feminin, Bacau, Anul 2007, Procente, 4.3
Feminin, Bacau, Anul 2008, Procente, 5.1
Feminin, Bacau, Anul 2009, Procente, 7.8
Feminin, Bacau, Anul 2010, Procente, 6.8
Feminin, Bacau, Anul 2011, Procente, 6
Feminin, Bacau, Anul 2012, Procente, 5.6
Feminin, Bacau, Anul 2013, Procente, 6
Feminin, Bacau, Anul 2014, Procente, 5.6
Feminin, Bacau, Anul 2015, Procente, 5.7
Feminin, Bacau, Anul 2016, Procente, 6
Feminin, Bacau, Anul 2017, Procente, 5.9
Feminin, Bacau, Anul 2018, Procente, 5.6
Feminin, Bacau, Anul 2019, Procente, 4.8
Feminin, Bacau, Anul 2020, Procente, 5.2
Feminin, Bacau, Anul 2021, Procente, 3.7
Feminin, Botosani, Anul 1991, Procente, 5.8
Feminin, Botosani, Anul 1992, Procente, 11.5
Feminin, Botosani, Anul 1993, Procente, 16.2
Feminin, Botosani, Anul 1994, Procente, 18.2
Feminin, Botosani, Anul 1995, Procente, 16.4
Feminin, Botosani, Anul 1996, Procente, 9.6
Feminin, Botosani, Anul 1997, Procente, 11.3
Feminin, Botosani, Anul 1998, Procente, 14.4
Feminin, Botosani, Anul 1999, Procente, 15.3
Feminin, Botosani, Anul 2000, Procente, 14.1
Feminin, Botosani, Anul 2001, Procente, 8.9
Feminin, Botosani, Anul 2002, Procente, 8.6
Feminin, Botosani, Anul 2003, Procente, 6.9
Feminin, Botosani, Anul 2004, Procente, 5.4
Feminin, Botosani, Anul 2005, Procente, 4.3
Feminin, Botosani, Anul 2006, Procente, 3.7
Feminin, Botosani, Anul 2007, Procente, 3.2
Feminin, Botosani, Anul 2008, Procente, 3.1
Feminin, Botosani, Anul 2009, Procente, 5.3
Feminin, Botosani, Anul 2010, Procente, 4.8
Feminin, Botosani, Anul 2011, Procente, 3.5
Feminin, Botosani, Anul 2012, Procente, 3.4
Feminin, Botosani, Anul 2013, Procente, 4
Feminin, Botosani, Anul 2014, Procente, 3.8
Feminin, Botosani, Anul 2015, Procente, 4
Feminin, Botosani, Anul 2016, Procente, 4.5
Feminin, Botosani, Anul 2017, Procente, 3.1
Feminin, Botosani, Anul 2018, Procente, 2.6
Feminin, Botosani, Anul 2019, Procente, 2.4
Feminin, Botosani, Anul 2020, Procente, 2.9
Feminin, Botosani, Anul 2021, Procente, 2.5
Feminin, Iasi, Anul 1991, Procente, 4.7
Feminin, Iasi, Anul 1992, Procente, 13.1
Feminin, Iasi, Anul 1993, Procente, 12.4
Feminin, Iasi, Anul 1994, Procente, 16.7
Feminin, Iasi, Anul 1995, Procente, 11.8
Feminin, Iasi, Anul 1996, Procente, 8.4
Feminin, Iasi, Anul 1997, Procente, 9.7
Feminin, Iasi, Anul 1998, Procente, 10
Feminin, Iasi, Anul 1999, Procente, 11.7
Feminin, Iasi, Anul 2000, Procente, 10.1
Feminin, Iasi, Anul 2001, Procente, 9.2
Feminin, Iasi, Anul 2002, Procente, 9.7
Feminin, Iasi, Anul 2003, Procente, 7.3
Feminin, Iasi, Anul 2004, Procente, 5.1
Feminin, Iasi, Anul 2005, Procente, 5.4
Feminin, Iasi, Anul 2006, Procente, 4.8
Feminin, Iasi, Anul 2007, Procente, 4.8
Feminin, Iasi, Anul 2008, Procente, 5
Feminin, Iasi, Anul 2009, Procente, 6.4
Feminin, Iasi, Anul 2010, Procente, 6
Feminin, Iasi, Anul 2011, Procente, 4.8
Feminin, Iasi, Anul 2012, Procente, 4.4
Feminin, Iasi, Anul 2013, Procente, 4.4
Feminin, Iasi, Anul 2014, Procente, 4.2
Feminin, Iasi, Anul 2015, Procente, 4
Feminin, Iasi, Anul 2016, Procente, 3.9
Feminin, Iasi, Anul 2017, Procente, 3.8
Feminin, Iasi, Anul 2018, Procente, 2.9
Feminin, Iasi, Anul 2019, Procente, 2.6
Feminin, Iasi, Anul 2020, Procente, 3.2
Feminin, Iasi, Anul 2021, Procente, 2.9
Feminin, Neamt, Anul 1991, Procente, 6.8
Feminin, Neamt, Anul 1992, Procente, 15.9
Feminin, Neamt, Anul 1993, Procente, 21.9
Feminin, Neamt, Anul 1994, Procente, 20.2
Feminin, Neamt, Anul 1995, Procente, 19.2
Feminin, Neamt, Anul 1996, Procente, 13.3
Feminin, Neamt, Anul 1997, Procente, 15.3
Feminin, Neamt, Anul 1998, Procente, 17.5
Feminin, Neamt, Anul 1999, Procente, 17.4
Feminin, Neamt, Anul 2000, Procente, 16.9
Feminin, Neamt, Anul 2001, Procente, 13.5
Feminin, Neamt, Anul 2002, Procente, 10.1
Feminin, Neamt, Anul 2003, Procente, 6.9
Feminin, Neamt, Anul 2004, Procente, 5.7
Feminin, Neamt, Anul 2005, Procente, 4.6
Feminin, Neamt, Anul 2006, Procente, 4.2
Feminin, Neamt, Anul 2007, Procente, 3.8
Feminin, Neamt, Anul 2008, Procente, 4
Feminin, Neamt, Anul 2009, Procente, 6.8
Feminin, Neamt, Anul 2010, Procente, 6.9
Feminin, Neamt, Anul 2011, Procente, 4.8
Feminin, Neamt, Anul 2012, Procente, 4.7
Feminin, Neamt, Anul 2013, Procente, 5.2
Feminin, Neamt, Anul 2014, Procente, 5.3
Feminin, Neamt, Anul 2015, Procente, 5.3
Feminin, Neamt, Anul 2016, Procente, 5.5
Feminin, Neamt, Anul 2017, Procente, 4.5
Feminin, Neamt, Anul 2018, Procente, 4.2
Feminin, Neamt, Anul 2019, Procente, 3.8
Feminin, Neamt, Anul 2020, Procente, 5.3
Feminin, Neamt, Anul 2021, Procente, 4.5
Feminin, Suceava, Anul 1991, Procente, 4.9
Feminin, Suceava, Anul 1992, Procente, 11.3
Feminin, Suceava, Anul 1993, Procente, 13.6
Feminin, Suceava, Anul 1994, Procente, 14.2
Feminin, Suceava, Anul 1995, Procente, 13.4
Feminin, Suceava, Anul 1996, Procente, 12.4
Feminin, Suceava, Anul 1997, Procente, 12.7
Feminin, Suceava, Anul 1998, Procente, 13.4
Feminin, Suceava, Anul 1999, Procente, 14.3
Feminin, Suceava, Anul 2000, Procente, 12.4
Feminin, Suceava, Anul 2001, Procente, 8.4
Feminin, Suceava, Anul 2002, Procente, 9.8
Feminin, Suceava, Anul 2003, Procente, 8
Feminin, Suceava, Anul 2004, Procente, 6.8
Feminin, Suceava, Anul 2005, Procente, 5.2
Feminin, Suceava, Anul 2006, Procente, 4.2
Feminin, Suceava, Anul 2007, Procente, 3.5
Feminin, Suceava, Anul 2008, Procente, 4
Feminin, Suceava, Anul 2009, Procente, 6.9
Feminin, Suceava, Anul 2010, Procente, 6.6
Feminin, Suceava, Anul 2011, Procente, 4.5
Feminin, Suceava, Anul 2012, Procente, 4.7
Feminin, Suceava, Anul 2013, Procente, 5.8
Feminin, Suceava, Anul 2014, Procente, 5.9
Feminin, Suceava, Anul 2015, Procente, 5.8
Feminin, Suceava, Anul 2016, Procente, 5.7
Feminin, Suceava, Anul 2017, Procente, 5
Feminin, Suceava, Anul 2018, Procente, 4.9
Feminin, Suceava, Anul 2019, Procente, 4.6
Feminin, Suceava, Anul 2020, Procente, 5.3
Feminin, Suceava, Anul 2021, Procente, 5.3
Feminin, Vaslui, Anul 1991, Procente, 5.2
Feminin, Vaslui, Anul 1992, Procente, 12.8
Feminin, Vaslui, Anul 1993, Procente, 23.4
Feminin, Vaslui, Anul 1994, Procente, 23
Feminin, Vaslui, Anul 1995, Procente, 13.2
Feminin, Vaslui, Anul 1996, Procente, 8.8
Feminin, Vaslui, Anul 1997, Procente, 10.9
Feminin, Vaslui, Anul 1998, Procente, 14.1
Feminin, Vaslui, Anul 1999, Procente, 14.9
Feminin, Vaslui, Anul 2000, Procente, 12.8
Feminin, Vaslui, Anul 2001, Procente, 10
Feminin, Vaslui, Anul 2002, Procente, 11.4
Feminin, Vaslui, Anul 2003, Procente, 9.1
Feminin, Vaslui, Anul 2004, Procente, 8.4
Feminin, Vaslui, Anul 2005, Procente, 7.1
Feminin, Vaslui, Anul 2006, Procente, 7.9
Feminin, Vaslui, Anul 2007, Procente, 6.9
Feminin, Vaslui, Anul 2008, Procente, 7.8
Feminin, Vaslui, Anul 2009, Procente, 10.7
Feminin, Vaslui, Anul 2010, Procente, 8.5
Feminin, Vaslui, Anul 2011, Procente, 7.2
Feminin, Vaslui, Anul 2012, Procente, 7.4
Feminin, Vaslui, Anul 2013, Procente, 7.6
Feminin, Vaslui, Anul 2014, Procente, 8.2
Feminin, Vaslui, Anul 2015, Procente, 8.1
Feminin, Vaslui, Anul 2016, Procente, 8.9
Feminin, Vaslui, Anul 2017, Procente, 8.1
Feminin, Vaslui, Anul 2018, Procente, 7
Feminin, Vaslui, Anul 2019, Procente, 6.3
Feminin, Vaslui, Anul 2020, Procente, 6.6
Feminin, Vaslui, Anul 2021, Procente, 7.5
Feminin, Braila, Anul 1991, Procente, 6.2
Feminin, Braila, Anul 1992, Procente, 15.9
Feminin, Braila, Anul 1993, Procente, 14.2
Feminin, Braila, Anul 1994, Procente, 13.4
Feminin, Braila, Anul 1995, Procente, 15
Feminin, Braila, Anul 1996, Procente, 9.4
Feminin, Braila, Anul 1997, Procente, 12.4
Feminin, Braila, Anul 1998, Procente, 14
Feminin, Braila, Anul 1999, Procente, 15.4
Feminin, Braila, Anul 2000, Procente, 11.9
Feminin, Braila, Anul 2001, Procente, 9
Feminin, Braila, Anul 2002, Procente, 7.5
Feminin, Braila, Anul 2003, Procente, 6.6
Feminin, Braila, Anul 2004, Procente, 6.3
Feminin, Braila, Anul 2005, Procente, 4.8
Feminin, Braila, Anul 2006, Procente, 3.7
Feminin, Braila, Anul 2007, Procente, 2.8
Feminin, Braila, Anul 2008, Procente, 3.5
Feminin, Braila, Anul 2009, Procente, 6.5
Feminin, Braila, Anul 2010, Procente, 7
Feminin, Braila, Anul 2011, Procente, 4.8
Feminin, Braila, Anul 2012, Procente, 5.2
Feminin, Braila, Anul 2013, Procente, 5.4
Feminin, Braila, Anul 2014, Procente, 5.8
Feminin, Braila, Anul 2015, Procente, 5.8
Feminin, Braila, Anul 2016, Procente, 5.6
Feminin, Braila, Anul 2017, Procente, 4.1
Feminin, Braila, Anul 2018, Procente, 3.6
Feminin, Braila, Anul 2019, Procente, 3.2
Feminin, Braila, Anul 2020, Procente, 4.1
Feminin, Braila, Anul 2021, Procente, 3.1
Feminin, Buzau, Anul 1991, Procente, 4.8
Feminin, Buzau, Anul 1992, Procente, 17.7
Feminin, Buzau, Anul 1993, Procente, 18.2
Feminin, Buzau, Anul 1994, Procente, 16.4
Feminin, Buzau, Anul 1995, Procente, 13.6
Feminin, Buzau, Anul 1996, Procente, 6.9
Feminin, Buzau, Anul 1997, Procente, 9.3
Feminin, Buzau, Anul 1998, Procente, 11.2
Feminin, Buzau, Anul 1999, Procente, 12.1
Feminin, Buzau, Anul 2000, Procente, 11.2
Feminin, Buzau, Anul 2001, Procente, 10.6
Feminin, Buzau, Anul 2002, Procente, 7.5
Feminin, Buzau, Anul 2003, Procente, 6.6
Feminin, Buzau, Anul 2004, Procente, 5.9
Feminin, Buzau, Anul 2005, Procente, 6.4
Feminin, Buzau, Anul 2006, Procente, 6.3
Feminin, Buzau, Anul 2007, Procente, 5.1
Feminin, Buzau, Anul 2008, Procente, 5.6
Feminin, Buzau, Anul 2009, Procente, 8.4
Feminin, Buzau, Anul 2010, Procente, 8.1
Feminin, Buzau, Anul 2011, Procente, 6.7
Feminin, Buzau, Anul 2012, Procente, 6.3
Feminin, Buzau, Anul 2013, Procente, 6.8
Feminin, Buzau, Anul 2014, Procente, 7.6
Feminin, Buzau, Anul 2015, Procente, 8.2
Feminin, Buzau, Anul 2016, Procente, 8.3
Feminin, Buzau, Anul 2017, Procente, 7.2
Feminin, Buzau, Anul 2018, Procente, 6.2
Feminin, Buzau, Anul 2019, Procente, 5.8
Feminin, Buzau, Anul 2020, Procente, 7
Feminin, Buzau, Anul 2021, Procente, 5.3
Feminin, Constanta, Anul 1991, Procente, 5.1
Feminin, Constanta, Anul 1992, Procente, 10.2
Feminin, Constanta, Anul 1993, Procente, 16.2
Feminin, Constanta, Anul 1994, Procente, 13.7
Feminin, Constanta, Anul 1995, Procente, 13.8
Feminin, Constanta, Anul 1996, Procente, 9.1
Feminin, Constanta, Anul 1997, Procente, 8.9
Feminin, Constanta, Anul 1998, Procente, 11.1
Feminin, Constanta, Anul 1999, Procente, 13.7
Feminin, Constanta, Anul 2000, Procente, 12.5
Feminin, Constanta, Anul 2001, Procente, 11.6
Feminin, Constanta, Anul 2002, Procente, 9.6
Feminin, Constanta, Anul 2003, Procente, 8
Feminin, Constanta, Anul 2004, Procente, 7.3
Feminin, Constanta, Anul 2005, Procente, 6.8
Feminin, Constanta, Anul 2006, Procente, 5.7
Feminin, Constanta, Anul 2007, Procente, 5
Feminin, Constanta, Anul 2008, Procente, 4.7
Feminin, Constanta, Anul 2009, Procente, 8.1
Feminin, Constanta, Anul 2010, Procente, 7.2
Feminin, Constanta, Anul 2011, Procente, 5.5
Feminin, Constanta, Anul 2012, Procente, 5.6
Feminin, Constanta, Anul 2013, Procente, 5.5
Feminin, Constanta, Anul 2014, Procente, 4.8
Feminin, Constanta, Anul 2015, Procente, 4.9
Feminin, Constanta, Anul 2016, Procente, 4.4
Feminin, Constanta, Anul 2017, Procente, 4.3
Feminin, Constanta, Anul 2018, Procente, 3.9
Feminin, Constanta, Anul 2019, Procente, 3.7
Feminin, Constanta, Anul 2020, Procente, 4
Feminin, Constanta, Anul 2021, Procente, 3.4
Feminin, Galati, Anul 1991, Procente, 6.8
Feminin, Galati, Anul 1992, Procente, 11.8
Feminin, Galati, Anul 1993, Procente, 14.7
Feminin, Galati, Anul 1994, Procente, 17.7
Feminin, Galati, Anul 1995, Procente, 16.3
Feminin, Galati, Anul 1996, Procente, 14
Feminin, Galati, Anul 1997, Procente, 15.8
Feminin, Galati, Anul 1998, Procente, 16.6
Feminin, Galati, Anul 1999, Procente, 17.5
Feminin, Galati, Anul 2000, Procente, 14.3
Feminin, Galati, Anul 2001, Procente, 11.9
Feminin, Galati, Anul 2002, Procente, 12.9
Feminin, Galati, Anul 2003, Procente, 10.2
Feminin, Galati, Anul 2004, Procente, 8.4
Feminin, Galati, Anul 2005, Procente, 7.7
Feminin, Galati, Anul 2006, Procente, 6.4
Feminin, Galati, Anul 2007, Procente, 5.6
Feminin, Galati, Anul 2008, Procente, 6.3
Feminin, Galati, Anul 2009, Procente, 10.1
Feminin, Galati, Anul 2010, Procente, 9.2
Feminin, Galati, Anul 2011, Procente, 7.1
Feminin, Galati, Anul 2012, Procente, 7.6
Feminin, Galati, Anul 2013, Procente, 7.9
Feminin, Galati, Anul 2014, Procente, 8.2
Feminin, Galati, Anul 2015, Procente, 8
Feminin, Galati, Anul 2016, Procente, 8.8
Feminin, Galati, Anul 2017, Procente, 7.2
Feminin, Galati, Anul 2018, Procente, 5.9
Feminin, Galati, Anul 2019, Procente, 5.3
Feminin, Galati, Anul 2020, Procente, 6.2
Feminin, Galati, Anul 2021, Procente, 6.4
Feminin, Tulcea, Anul 1991, Procente, 7
Feminin, Tulcea, Anul 1992, Procente, 18.9
Feminin, Tulcea, Anul 1993, Procente, 21.8
Feminin, Tulcea, Anul 1994, Procente, 19.3
Feminin, Tulcea, Anul 1995, Procente, 13.4
Feminin, Tulcea, Anul 1996, Procente, 8.8
Feminin, Tulcea, Anul 1997, Procente, 13
Feminin, Tulcea, Anul 1998, Procente, 11.5
Feminin, Tulcea, Anul 1999, Procente, 11.7
Feminin, Tulcea, Anul 2000, Procente, 10.7
Feminin, Tulcea, Anul 2001, Procente, 8.2
Feminin, Tulcea, Anul 2002, Procente, 8.4
Feminin, Tulcea, Anul 2003, Procente, 7.2
Feminin, Tulcea, Anul 2004, Procente, 4.9
Feminin, Tulcea, Anul 2005, Procente, 4.8
Feminin, Tulcea, Anul 2006, Procente, 3.7
Feminin, Tulcea, Anul 2007, Procente, 3.4
Feminin, Tulcea, Anul 2008, Procente, 4.1
Feminin, Tulcea, Anul 2009, Procente, 8.4
Feminin, Tulcea, Anul 2010, Procente, 7.4
Feminin, Tulcea, Anul 2011, Procente, 5.4
Feminin, Tulcea, Anul 2012, Procente, 5.3
Feminin, Tulcea, Anul 2013, Procente, 5.1
Feminin, Tulcea, Anul 2014, Procente, 4.7
Feminin, Tulcea, Anul 2015, Procente, 4.7
Feminin, Tulcea, Anul 2016, Procente, 4.4
Feminin, Tulcea, Anul 2017, Procente, 3.8
Feminin, Tulcea, Anul 2018, Procente, 3.4
Feminin, Tulcea, Anul 2019, Procente, 3.6
Feminin, Tulcea, Anul 2020, Procente, 3.1
Feminin, Tulcea, Anul 2021, Procente, 3.3
Feminin, Vrancea, Anul 1991, Procente, 3.8
Feminin, Vrancea, Anul 1992, Procente, 11.8
Feminin, Vrancea, Anul 1993, Procente, 11.8
Feminin, Vrancea, Anul 1994, Procente, 10
Feminin, Vrancea, Anul 1995, Procente, 7.6
Feminin, Vrancea, Anul 1996, Procente, 5
Feminin, Vrancea, Anul 1997, Procente, 4.8
Feminin, Vrancea, Anul 1998, Procente, 5.9
Feminin, Vrancea, Anul 1999, Procente, 5.5
Feminin, Vrancea, Anul 2000, Procente, 4.5
Feminin, Vrancea, Anul 2001, Procente, 4.6
Feminin, Vrancea, Anul 2002, Procente, 4.2
Feminin, Vrancea, Anul 2003, Procente, 4.1
Feminin, Vrancea, Anul 2004, Procente, 3.1
Feminin, Vrancea, Anul 2005, Procente, 2.9
Feminin, Vrancea, Anul 2006, Procente, 2.9
Feminin, Vrancea, Anul 2007, Procente, 3
Feminin, Vrancea, Anul 2008, Procente, 3.7
Feminin, Vrancea, Anul 2009, Procente, 5.9
Feminin, Vrancea, Anul 2010, Procente, 6
Feminin, Vrancea, Anul 2011, Procente, 4.8
Feminin, Vrancea, Anul 2012, Procente, 4.6
Feminin, Vrancea, Anul 2013, Procente, 4.8
Feminin, Vrancea, Anul 2014, Procente, 4.8
Feminin, Vrancea, Anul 2015, Procente, 4.6
Feminin, Vrancea, Anul 2016, Procente, 4.9
Feminin, Vrancea, Anul 2017, Procente, 4.3
Feminin, Vrancea, Anul 2018, Procente, 3.7
Feminin, Vrancea, Anul 2019, Procente, 3.3
Feminin, Vrancea, Anul 2020, Procente, 3.9
Feminin, Vrancea, Anul 2021, Procente, 4.3
Feminin, Arges, Anul 1991, Procente, 2.3
Feminin, Arges, Anul 1992, Procente, 9.2
Feminin, Arges, Anul 1993, Procente, 11.8
Feminin, Arges, Anul 1994, Procente, 11.8
Feminin, Arges, Anul 1995, Procente, 8.3
Feminin, Arges, Anul 1996, Procente, 5.3
Feminin, Arges, Anul 1997, Procente, 6.1
Feminin, Arges, Anul 1998, Procente, 8
Feminin, Arges, Anul 1999, Procente, 10
Feminin, Arges, Anul 2000, Procente, 6.8
Feminin, Arges, Anul 2001, Procente, 5.9
Feminin, Arges, Anul 2002, Procente, 6.4
Feminin, Arges, Anul 2003, Procente, 5.8
Feminin, Arges, Anul 2004, Procente, 6.6
Feminin, Arges, Anul 2005, Procente, 5
Feminin, Arges, Anul 2006, Procente, 5.3
Feminin, Arges, Anul 2007, Procente, 4.6
Feminin, Arges, Anul 2008, Procente, 5.1
Feminin, Arges, Anul 2009, Procente, 8.8
Feminin, Arges, Anul 2010, Procente, 7
Feminin, Arges, Anul 2011, Procente, 5.2
Feminin, Arges, Anul 2012, Procente, 5.6
Feminin, Arges, Anul 2013, Procente, 6.4
Feminin, Arges, Anul 2014, Procente, 5.4
Feminin, Arges, Anul 2015, Procente, 4.5
Feminin, Arges, Anul 2016, Procente, 4.1
Feminin, Arges, Anul 2017, Procente, 3.7
Feminin, Arges, Anul 2018, Procente, 3
Feminin, Arges, Anul 2019, Procente, 3
Feminin, Arges, Anul 2020, Procente, 4.1
Feminin, Arges, Anul 2021, Procente, 3.9
Feminin, Calarasi, Anul 1991, Procente, 2.9
Feminin, Calarasi, Anul 1992, Procente, 8.9
Feminin, Calarasi, Anul 1993, Procente, 9.5
Feminin, Calarasi, Anul 1994, Procente, 7.8
Feminin, Calarasi, Anul 1995, Procente, 9.3
Feminin, Calarasi, Anul 1996, Procente, 4.8
Feminin, Calarasi, Anul 1997, Procente, 6.6
Feminin, Calarasi, Anul 1998, Procente, 8
Feminin, Calarasi, Anul 1999, Procente, 9
Feminin, Calarasi, Anul 2000, Procente, 8.1
Feminin, Calarasi, Anul 2001, Procente, 5.7
Feminin, Calarasi, Anul 2002, Procente, 6.5
Feminin, Calarasi, Anul 2003, Procente, 5.9
Feminin, Calarasi, Anul 2004, Procente, 6.3
Feminin, Calarasi, Anul 2005, Procente, 6.9
Feminin, Calarasi, Anul 2006, Procente, 5.3
Feminin, Calarasi, Anul 2007, Procente, 4
Feminin, Calarasi, Anul 2008, Procente, 4.3
Feminin, Calarasi, Anul 2009, Procente, 6.7
Feminin, Calarasi, Anul 2010, Procente, 6.8
Feminin, Calarasi, Anul 2011, Procente, 5.2
Feminin, Calarasi, Anul 2012, Procente, 5.8
Feminin, Calarasi, Anul 2013, Procente, 6.4
Feminin, Calarasi, Anul 2014, Procente, 6.4
Feminin, Calarasi, Anul 2015, Procente, 6.3
Feminin, Calarasi, Anul 2016, Procente, 7
Feminin, Calarasi, Anul 2017, Procente, 4.5
Feminin, Calarasi, Anul 2018, Procente, 3.9
Feminin, Calarasi, Anul 2019, Procente, 3.5
Feminin, Calarasi, Anul 2020, Procente, 4.4
Feminin, Calarasi, Anul 2021, Procente, 4.1
Feminin, Dambovita, Anul 1991, Procente, 5.4
Feminin, Dambovita, Anul 1992, Procente, 7.5
Feminin, Dambovita, Anul 1993, Procente, 11.6
Feminin, Dambovita, Anul 1994, Procente, 12.3
Feminin, Dambovita, Anul 1995, Procente, 11.1
Feminin, Dambovita, Anul 1996, Procente, 6.6
Feminin, Dambovita, Anul 1997, Procente, 8.2
Feminin, Dambovita, Anul 1998, Procente, 9.6
Feminin, Dambovita, Anul 1999, Procente, 10.9
Feminin, Dambovita, Anul 2000, Procente, 10.1
Feminin, Dambovita, Anul 2001, Procente, 8.5
Feminin, Dambovita, Anul 2002, Procente, 8.2
Feminin, Dambovita, Anul 2003, Procente, 5.4
Feminin, Dambovita, Anul 2004, Procente, 6
Feminin, Dambovita, Anul 2005, Procente, 6.6
Feminin, Dambovita, Anul 2006, Procente, 5.4
Feminin, Dambovita, Anul 2007, Procente, 5.3
Feminin, Dambovita, Anul 2008, Procente, 5.9
Feminin, Dambovita, Anul 2009, Procente, 7.9
Feminin, Dambovita, Anul 2010, Procente, 8
Feminin, Dambovita, Anul 2011, Procente, 6.4
Feminin, Dambovita, Anul 2012, Procente, 7.2
Feminin, Dambovita, Anul 2013, Procente, 7.7
