Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Feminin, Salaj, Anul 1991, Numar persoane, 215
Feminin, Salaj, Anul 1992, Numar persoane, 105
Feminin, Salaj, Anul 1993, Numar persoane, 58
Feminin, Salaj, Anul 1994, Numar persoane, 59
Feminin, Salaj, Anul 1995, Numar persoane, 117
Feminin, Salaj, Anul 1996, Numar persoane, 85
Feminin, Salaj, Anul 1997, Numar persoane, 83
Feminin, Salaj, Anul 1998, Numar persoane, 73
Feminin, Salaj, Anul 1999, Numar persoane, 47
Feminin, Salaj, Anul 2000, Numar persoane, 75
Feminin, Salaj, Anul 2001, Numar persoane, 60
Feminin, Salaj, Anul 2002, Numar persoane, 62
Feminin, Salaj, Anul 2003, Numar persoane, 42
Feminin, Salaj, Anul 2004, Numar persoane, 74
Feminin, Salaj, Anul 2005, Numar persoane, 54
Feminin, Salaj, Anul 2006, Numar persoane, 49
Feminin, Salaj, Anul 2007, Numar persoane, 22
Feminin, Salaj, Anul 2008, Numar persoane, 46
Feminin, Salaj, Anul 2009, Numar persoane, 36
Feminin, Salaj, Anul 2010, Numar persoane, 38
Feminin, Salaj, Anul 2011, Numar persoane, 58
Feminin, Salaj, Anul 2012, Numar persoane, 59
Feminin, Salaj, Anul 2013, Numar persoane, 69
Feminin, Salaj, Anul 2014, Numar persoane, 36
Feminin, Salaj, Anul 2015, Numar persoane, 45
Feminin, Salaj, Anul 2016, Numar persoane, 74
Feminin, Salaj, Anul 2017, Numar persoane, 65
Feminin, Salaj, Anul 2018, Numar persoane, 90
Feminin, Salaj, Anul 2019, Numar persoane, 91
Feminin, Salaj, Anul 2020, Numar persoane, 68
Feminin, Salaj, Anul 2021, Numar persoane, 124
Feminin, Salaj, Anul 2022, Numar persoane, 128
Feminin, Alba, Anul 1991, Numar persoane, 581
Feminin, Alba, Anul 1992, Numar persoane, 305
Feminin, Alba, Anul 1993, Numar persoane, 255
Feminin, Alba, Anul 1994, Numar persoane, 142
Feminin, Alba, Anul 1995, Numar persoane, 233
Feminin, Alba, Anul 1996, Numar persoane, 182
Feminin, Alba, Anul 1997, Numar persoane, 162
Feminin, Alba, Anul 1998, Numar persoane, 117
Feminin, Alba, Anul 1999, Numar persoane, 86
Feminin, Alba, Anul 2000, Numar persoane, 103
Feminin, Alba, Anul 2001, Numar persoane, 57
Feminin, Alba, Anul 2002, Numar persoane, 49
Feminin, Alba, Anul 2003, Numar persoane, 107
Feminin, Alba, Anul 2004, Numar persoane, 123
Feminin, Alba, Anul 2005, Numar persoane, 102
Feminin, Alba, Anul 2006, Numar persoane, 150
Feminin, Alba, Anul 2007, Numar persoane, 96
Feminin, Alba, Anul 2008, Numar persoane, 94
Feminin, Alba, Anul 2009, Numar persoane, 111
Feminin, Alba, Anul 2010, Numar persoane, 65
Feminin, Alba, Anul 2011, Numar persoane, 134
Feminin, Alba, Anul 2012, Numar persoane, 144
Feminin, Alba, Anul 2013, Numar persoane, 158
Feminin, Alba, Anul 2014, Numar persoane, 84
Feminin, Alba, Anul 2015, Numar persoane, 109
Feminin, Alba, Anul 2016, Numar persoane, 161
Feminin, Alba, Anul 2017, Numar persoane, 193
Feminin, Alba, Anul 2018, Numar persoane, 212
Feminin, Alba, Anul 2019, Numar persoane, 191
Feminin, Alba, Anul 2020, Numar persoane, 150
Feminin, Alba, Anul 2021, Numar persoane, 236
Feminin, Alba, Anul 2022, Numar persoane, 305
Feminin, Brasov, Anul 1991, Numar persoane, 1772
Feminin, Brasov, Anul 1992, Numar persoane, 993
Feminin, Brasov, Anul 1993, Numar persoane, 642
Feminin, Brasov, Anul 1994, Numar persoane, 557
Feminin, Brasov, Anul 1995, Numar persoane, 813
Feminin, Brasov, Anul 1996, Numar persoane, 655
Feminin, Brasov, Anul 1997, Numar persoane, 676
Feminin, Brasov, Anul 1998, Numar persoane, 478
Feminin, Brasov, Anul 1999, Numar persoane, 377
Feminin, Brasov, Anul 2000, Numar persoane, 520
Feminin, Brasov, Anul 2001, Numar persoane, 321
Feminin, Brasov, Anul 2002, Numar persoane, 292
Feminin, Brasov, Anul 2003, Numar persoane, 384
Feminin, Brasov, Anul 2004, Numar persoane, 483
Feminin, Brasov, Anul 2005, Numar persoane, 411
Feminin, Brasov, Anul 2006, Numar persoane, 507
Feminin, Brasov, Anul 2007, Numar persoane, 350
Feminin, Brasov, Anul 2008, Numar persoane, 322
Feminin, Brasov, Anul 2009, Numar persoane, 341
Feminin, Brasov, Anul 2010, Numar persoane, 247
Feminin, Brasov, Anul 2011, Numar persoane, 325
Feminin, Brasov, Anul 2012, Numar persoane, 272
Feminin, Brasov, Anul 2013, Numar persoane, 329
Feminin, Brasov, Anul 2014, Numar persoane, 252
Feminin, Brasov, Anul 2015, Numar persoane, 371
Feminin, Brasov, Anul 2016, Numar persoane, 510
Feminin, Brasov, Anul 2017, Numar persoane, 577
Feminin, Brasov, Anul 2018, Numar persoane, 646
Feminin, Brasov, Anul 2019, Numar persoane, 586
Feminin, Brasov, Anul 2020, Numar persoane, 377
Feminin, Brasov, Anul 2021, Numar persoane, 641
Feminin, Brasov, Anul 2022, Numar persoane, 861
Feminin, Covasna, Anul 1991, Numar persoane, 288
Feminin, Covasna, Anul 1992, Numar persoane, 233
Feminin, Covasna, Anul 1993, Numar persoane, 94
Feminin, Covasna, Anul 1994, Numar persoane, 84
Feminin, Covasna, Anul 1995, Numar persoane, 174
Feminin, Covasna, Anul 1996, Numar persoane, 113
Feminin, Covasna, Anul 1997, Numar persoane, 95
Feminin, Covasna, Anul 1998, Numar persoane, 67
Feminin, Covasna, Anul 1999, Numar persoane, 35
Feminin, Covasna, Anul 2000, Numar persoane, 59
Feminin, Covasna, Anul 2001, Numar persoane, 37
Feminin, Covasna, Anul 2002, Numar persoane, 35
Feminin, Covasna, Anul 2003, Numar persoane, 40
Feminin, Covasna, Anul 2004, Numar persoane, 75
Feminin, Covasna, Anul 2005, Numar persoane, 77
Feminin, Covasna, Anul 2006, Numar persoane, 76
Feminin, Covasna, Anul 2007, Numar persoane, 60
Feminin, Covasna, Anul 2008, Numar persoane, 35
Feminin, Covasna, Anul 2009, Numar persoane, 41
Feminin, Covasna, Anul 2010, Numar persoane, 42
Feminin, Covasna, Anul 2011, Numar persoane, 60
Feminin, Covasna, Anul 2012, Numar persoane, 41
Feminin, Covasna, Anul 2013, Numar persoane, 62
Feminin, Covasna, Anul 2014, Numar persoane, 44
Feminin, Covasna, Anul 2015, Numar persoane, 43
Feminin, Covasna, Anul 2016, Numar persoane, 58
Feminin, Covasna, Anul 2017, Numar persoane, 42
Feminin, Covasna, Anul 2018, Numar persoane, 58
Feminin, Covasna, Anul 2019, Numar persoane, 65
Feminin, Covasna, Anul 2020, Numar persoane, 32
Feminin, Covasna, Anul 2021, Numar persoane, 73
Feminin, Covasna, Anul 2022, Numar persoane, 79
Feminin, Harghita, Anul 1991, Numar persoane, 592
Feminin, Harghita, Anul 1992, Numar persoane, 422
Feminin, Harghita, Anul 1993, Numar persoane, 211
Feminin, Harghita, Anul 1994, Numar persoane, 213
Feminin, Harghita, Anul 1995, Numar persoane, 420
Feminin, Harghita, Anul 1996, Numar persoane, 202
Feminin, Harghita, Anul 1997, Numar persoane, 175
Feminin, Harghita, Anul 1998, Numar persoane, 112
Feminin, Harghita, Anul 1999, Numar persoane, 82
Feminin, Harghita, Anul 2000, Numar persoane, 96
Feminin, Harghita, Anul 2001, Numar persoane, 78
Feminin, Harghita, Anul 2002, Numar persoane, 87
Feminin, Harghita, Anul 2003, Numar persoane, 102
Feminin, Harghita, Anul 2004, Numar persoane, 238
Feminin, Harghita, Anul 2005, Numar persoane, 193
Feminin, Harghita, Anul 2006, Numar persoane, 187
Feminin, Harghita, Anul 2007, Numar persoane, 73
Feminin, Harghita, Anul 2008, Numar persoane, 83
Feminin, Harghita, Anul 2009, Numar persoane, 79
Feminin, Harghita, Anul 2010, Numar persoane, 57
Feminin, Harghita, Anul 2011, Numar persoane, 71
Feminin, Harghita, Anul 2012, Numar persoane, 66
Feminin, Harghita, Anul 2013, Numar persoane, 63
Feminin, Harghita, Anul 2014, Numar persoane, 41
Feminin, Harghita, Anul 2015, Numar persoane, 61
Feminin, Harghita, Anul 2016, Numar persoane, 67
Feminin, Harghita, Anul 2017, Numar persoane, 50
Feminin, Harghita, Anul 2018, Numar persoane, 53
Feminin, Harghita, Anul 2019, Numar persoane, 59
Feminin, Harghita, Anul 2020, Numar persoane, 45
Feminin, Harghita, Anul 2021, Numar persoane, 69
Feminin, Harghita, Anul 2022, Numar persoane, 99
Feminin, Mures, Anul 1991, Numar persoane, 1148
Feminin, Mures, Anul 1992, Numar persoane, 860
Feminin, Mures, Anul 1993, Numar persoane, 603
Feminin, Mures, Anul 1994, Numar persoane, 431
Feminin, Mures, Anul 1995, Numar persoane, 596
Feminin, Mures, Anul 1996, Numar persoane, 413
Feminin, Mures, Anul 1997, Numar persoane, 396
Feminin, Mures, Anul 1998, Numar persoane, 276
Feminin, Mures, Anul 1999, Numar persoane, 227
Feminin, Mures, Anul 2000, Numar persoane, 283
Feminin, Mures, Anul 2001, Numar persoane, 232
Feminin, Mures, Anul 2002, Numar persoane, 256
Feminin, Mures, Anul 2003, Numar persoane, 313
Feminin, Mures, Anul 2004, Numar persoane, 495
Feminin, Mures, Anul 2005, Numar persoane, 269
Feminin, Mures, Anul 2006, Numar persoane, 342
Feminin, Mures, Anul 2007, Numar persoane, 188
Feminin, Mures, Anul 2008, Numar persoane, 160
Feminin, Mures, Anul 2009, Numar persoane, 177
Feminin, Mures, Anul 2010, Numar persoane, 142
Feminin, Mures, Anul 2011, Numar persoane, 228
Feminin, Mures, Anul 2012, Numar persoane, 172
Feminin, Mures, Anul 2013, Numar persoane, 202
Feminin, Mures, Anul 2014, Numar persoane, 141
Feminin, Mures, Anul 2015, Numar persoane, 153
Feminin, Mures, Anul 2016, Numar persoane, 222
Feminin, Mures, Anul 2017, Numar persoane, 231
Feminin, Mures, Anul 2018, Numar persoane, 276
Feminin, Mures, Anul 2019, Numar persoane, 245
Feminin, Mures, Anul 2020, Numar persoane, 187
Feminin, Mures, Anul 2021, Numar persoane, 315
Feminin, Mures, Anul 2022, Numar persoane, 377
Feminin, Sibiu, Anul 1991, Numar persoane, 3575
Feminin, Sibiu, Anul 1992, Numar persoane, 2726
Feminin, Sibiu, Anul 1993, Numar persoane, 951
Feminin, Sibiu, Anul 1994, Numar persoane, 632
Feminin, Sibiu, Anul 1995, Numar persoane, 887
Feminin, Sibiu, Anul 1996, Numar persoane, 656
Feminin, Sibiu, Anul 1997, Numar persoane, 678
Feminin, Sibiu, Anul 1998, Numar persoane, 401
Feminin, Sibiu, Anul 1999, Numar persoane, 285
Feminin, Sibiu, Anul 2000, Numar persoane, 388
Feminin, Sibiu, Anul 2001, Numar persoane, 156
Feminin, Sibiu, Anul 2002, Numar persoane, 229
Feminin, Sibiu, Anul 2003, Numar persoane, 460
Feminin, Sibiu, Anul 2004, Numar persoane, 511
Feminin, Sibiu, Anul 2005, Numar persoane, 363
Feminin, Sibiu, Anul 2006, Numar persoane, 507
Feminin, Sibiu, Anul 2007, Numar persoane, 299
Feminin, Sibiu, Anul 2008, Numar persoane, 292
Feminin, Sibiu, Anul 2009, Numar persoane, 334
Feminin, Sibiu, Anul 2010, Numar persoane, 213
Feminin, Sibiu, Anul 2011, Numar persoane, 284
Feminin, Sibiu, Anul 2012, Numar persoane, 300
Feminin, Sibiu, Anul 2013, Numar persoane, 316
Feminin, Sibiu, Anul 2014, Numar persoane, 190
Feminin, Sibiu, Anul 2015, Numar persoane, 297
Feminin, Sibiu, Anul 2016, Numar persoane, 396
Feminin, Sibiu, Anul 2017, Numar persoane, 384
Feminin, Sibiu, Anul 2018, Numar persoane, 445
Feminin, Sibiu, Anul 2019, Numar persoane, 376
Feminin, Sibiu, Anul 2020, Numar persoane, 324
Feminin, Sibiu, Anul 2021, Numar persoane, 527
Feminin, Sibiu, Anul 2022, Numar persoane, 602
Feminin, Bacau, Anul 1991, Numar persoane, 145
Feminin, Bacau, Anul 1992, Numar persoane, 78
Feminin, Bacau, Anul 1993, Numar persoane, 47
Feminin, Bacau, Anul 1994, Numar persoane, 70
Feminin, Bacau, Anul 1995, Numar persoane, 136
Feminin, Bacau, Anul 1996, Numar persoane, 139
Feminin, Bacau, Anul 1997, Numar persoane, 158
Feminin, Bacau, Anul 1998, Numar persoane, 140
Feminin, Bacau, Anul 1999, Numar persoane, 141
Feminin, Bacau, Anul 2000, Numar persoane, 206
Feminin, Bacau, Anul 2001, Numar persoane, 148
Feminin, Bacau, Anul 2002, Numar persoane, 111
Feminin, Bacau, Anul 2003, Numar persoane, 222
Feminin, Bacau, Anul 2004, Numar persoane, 295
Feminin, Bacau, Anul 2005, Numar persoane, 262
Feminin, Bacau, Anul 2006, Numar persoane, 397
Feminin, Bacau, Anul 2007, Numar persoane, 234
Feminin, Bacau, Anul 2008, Numar persoane, 214
Feminin, Bacau, Anul 2009, Numar persoane, 244
Feminin, Bacau, Anul 2010, Numar persoane, 187
Feminin, Bacau, Anul 2011, Numar persoane, 233
Feminin, Bacau, Anul 2012, Numar persoane, 257
Feminin, Bacau, Anul 2013, Numar persoane, 302
Feminin, Bacau, Anul 2014, Numar persoane, 253
Feminin, Bacau, Anul 2015, Numar persoane, 341
Feminin, Bacau, Anul 2016, Numar persoane, 481
Feminin, Bacau, Anul 2017, Numar persoane, 521
Feminin, Bacau, Anul 2018, Numar persoane, 564
Feminin, Bacau, Anul 2019, Numar persoane, 636
Feminin, Bacau, Anul 2020, Numar persoane, 440
Feminin, Bacau, Anul 2021, Numar persoane, 750
Feminin, Bacau, Anul 2022, Numar persoane, 1170
Feminin, Botosani, Anul 1991, Numar persoane, 78
Feminin, Botosani, Anul 1992, Numar persoane, 37
Feminin, Botosani, Anul 1993, Numar persoane, 30
Feminin, Botosani, Anul 1994, Numar persoane, 26
Feminin, Botosani, Anul 1995, Numar persoane, 29
Feminin, Botosani, Anul 1996, Numar persoane, 51
Feminin, Botosani, Anul 1997, Numar persoane, 67
Feminin, Botosani, Anul 1998, Numar persoane, 58
Feminin, Botosani, Anul 1999, Numar persoane, 52
Feminin, Botosani, Anul 2000, Numar persoane, 69
Feminin, Botosani, Anul 2001, Numar persoane, 34
Feminin, Botosani, Anul 2002, Numar persoane, 36
Feminin, Botosani, Anul 2003, Numar persoane, 54
Feminin, Botosani, Anul 2004, Numar persoane, 43
Feminin, Botosani, Anul 2005, Numar persoane, 61
Feminin, Botosani, Anul 2006, Numar persoane, 79
Feminin, Botosani, Anul 2007, Numar persoane, 62
Feminin, Botosani, Anul 2008, Numar persoane, 86
Feminin, Botosani, Anul 2009, Numar persoane, 88
Feminin, Botosani, Anul 2010, Numar persoane, 78
Feminin, Botosani, Anul 2011, Numar persoane, 132
Feminin, Botosani, Anul 2012, Numar persoane, 138
Feminin, Botosani, Anul 2013, Numar persoane, 165
Feminin, Botosani, Anul 2014, Numar persoane, 102
Feminin, Botosani, Anul 2015, Numar persoane, 158
Feminin, Botosani, Anul 2016, Numar persoane, 226
Feminin, Botosani, Anul 2017, Numar persoane, 236
Feminin, Botosani, Anul 2018, Numar persoane, 240
Feminin, Botosani, Anul 2019, Numar persoane, 274
Feminin, Botosani, Anul 2020, Numar persoane, 208
Feminin, Botosani, Anul 2021, Numar persoane, 349
Feminin, Botosani, Anul 2022, Numar persoane, 551
Feminin, Iasi, Anul 1991, Numar persoane, 166
Feminin, Iasi, Anul 1992, Numar persoane, 98
Feminin, Iasi, Anul 1993, Numar persoane, 51
Feminin, Iasi, Anul 1994, Numar persoane, 67
Feminin, Iasi, Anul 1995, Numar persoane, 179
Feminin, Iasi, Anul 1996, Numar persoane, 178
Feminin, Iasi, Anul 1997, Numar persoane, 245
Feminin, Iasi, Anul 1998, Numar persoane, 203
Feminin, Iasi, Anul 1999, Numar persoane, 155
Feminin, Iasi, Anul 2000, Numar persoane, 237
Feminin, Iasi, Anul 2001, Numar persoane, 179
Feminin, Iasi, Anul 2002, Numar persoane, 71
Feminin, Iasi, Anul 2003, Numar persoane, 158
Feminin, Iasi, Anul 2004, Numar persoane, 247
Feminin, Iasi, Anul 2005, Numar persoane, 262
Feminin, Iasi, Anul 2006, Numar persoane, 355
Feminin, Iasi, Anul 2007, Numar persoane, 206
Feminin, Iasi, Anul 2008, Numar persoane, 219
Feminin, Iasi, Anul 2009, Numar persoane, 282
Feminin, Iasi, Anul 2010, Numar persoane, 203
Feminin, Iasi, Anul 2011, Numar persoane, 410
Feminin, Iasi, Anul 2012, Numar persoane, 377
Feminin, Iasi, Anul 2013, Numar persoane, 324
Feminin, Iasi, Anul 2014, Numar persoane, 320
Feminin, Iasi, Anul 2015, Numar persoane, 462
Feminin, Iasi, Anul 2016, Numar persoane, 724
Feminin, Iasi, Anul 2017, Numar persoane, 789
Feminin, Iasi, Anul 2018, Numar persoane, 1071
Feminin, Iasi, Anul 2019, Numar persoane, 1063
Feminin, Iasi, Anul 2020, Numar persoane, 991
Feminin, Iasi, Anul 2021, Numar persoane, 1566
Feminin, Iasi, Anul 2022, Numar persoane, 2480
Feminin, Neamt, Anul 1991, Numar persoane, 137
Feminin, Neamt, Anul 1992, Numar persoane, 45
Feminin, Neamt, Anul 1993, Numar persoane, 44
Feminin, Neamt, Anul 1994, Numar persoane, 66
Feminin, Neamt, Anul 1995, Numar persoane, 106
Feminin, Neamt, Anul 1996, Numar persoane, 118
Feminin, Neamt, Anul 1997, Numar persoane, 142
Feminin, Neamt, Anul 1998, Numar persoane, 103
Feminin, Neamt, Anul 1999, Numar persoane, 91
Feminin, Neamt, Anul 2000, Numar persoane, 166
Feminin, Neamt, Anul 2001, Numar persoane, 168
Feminin, Neamt, Anul 2002, Numar persoane, 148
Feminin, Neamt, Anul 2003, Numar persoane, 187
Feminin, Neamt, Anul 2004, Numar persoane, 219
Feminin, Neamt, Anul 2005, Numar persoane, 325
Feminin, Neamt, Anul 2006, Numar persoane, 454
Feminin, Neamt, Anul 2007, Numar persoane, 275
Feminin, Neamt, Anul 2008, Numar persoane, 207
Feminin, Neamt, Anul 2009, Numar persoane, 176
Feminin, Neamt, Anul 2010, Numar persoane, 140
Feminin, Neamt, Anul 2011, Numar persoane, 184
Feminin, Neamt, Anul 2012, Numar persoane, 220
Feminin, Neamt, Anul 2013, Numar persoane, 192
Feminin, Neamt, Anul 2014, Numar persoane, 180
Feminin, Neamt, Anul 2015, Numar persoane, 214
Feminin, Neamt, Anul 2016, Numar persoane, 331
Feminin, Neamt, Anul 2017, Numar persoane, 313
Feminin, Neamt, Anul 2018, Numar persoane, 403
Feminin, Neamt, Anul 2019, Numar persoane, 438
Feminin, Neamt, Anul 2020, Numar persoane, 311
Feminin, Neamt, Anul 2021, Numar persoane, 496
Feminin, Neamt, Anul 2022, Numar persoane, 677
Feminin, Suceava, Anul 1991, Numar persoane, 400
Feminin, Suceava, Anul 1992, Numar persoane, 156
Feminin, Suceava, Anul 1993, Numar persoane, 89
Feminin, Suceava, Anul 1994, Numar persoane, 93
Feminin, Suceava, Anul 1995, Numar persoane, 198
Feminin, Suceava, Anul 1996, Numar persoane, 134
Feminin, Suceava, Anul 1997, Numar persoane, 168
Feminin, Suceava, Anul 1998, Numar persoane, 156
Feminin, Suceava, Anul 1999, Numar persoane, 145
Feminin, Suceava, Anul 2000, Numar persoane, 224
Feminin, Suceava, Anul 2001, Numar persoane, 208
Feminin, Suceava, Anul 2002, Numar persoane, 164
Feminin, Suceava, Anul 2003, Numar persoane, 233
Feminin, Suceava, Anul 2004, Numar persoane, 224
Feminin, Suceava, Anul 2005, Numar persoane, 163
Feminin, Suceava, Anul 2006, Numar persoane, 234
Feminin, Suceava, Anul 2007, Numar persoane, 148
Feminin, Suceava, Anul 2008, Numar persoane, 134
Feminin, Suceava, Anul 2009, Numar persoane, 142
Feminin, Suceava, Anul 2010, Numar persoane, 148
Feminin, Suceava, Anul 2011, Numar persoane, 425
Feminin, Suceava, Anul 2012, Numar persoane, 463
Feminin, Suceava, Anul 2013, Numar persoane, 392
Feminin, Suceava, Anul 2014, Numar persoane, 145
Feminin, Suceava, Anul 2015, Numar persoane, 176
Feminin, Suceava, Anul 2016, Numar persoane, 306
Feminin, Suceava, Anul 2017, Numar persoane, 297
Feminin, Suceava, Anul 2018, Numar persoane, 360
Feminin, Suceava, Anul 2019, Numar persoane, 380
Feminin, Suceava, Anul 2020, Numar persoane, 306
Feminin, Suceava, Anul 2021, Numar persoane, 568
Feminin, Suceava, Anul 2022, Numar persoane, 664
Feminin, Vaslui, Anul 1991, Numar persoane, 99
Feminin, Vaslui, Anul 1992, Numar persoane, 26
Feminin, Vaslui, Anul 1993, Numar persoane, 16
Feminin, Vaslui, Anul 1994, Numar persoane, 18
Feminin, Vaslui, Anul 1995, Numar persoane, 40
Feminin, Vaslui, Anul 1996, Numar persoane, 44
Feminin, Vaslui, Anul 1997, Numar persoane, 58
Feminin, Vaslui, Anul 1998, Numar persoane, 57
Feminin, Vaslui, Anul 1999, Numar persoane, 42
Feminin, Vaslui, Anul 2000, Numar persoane, 56
Feminin, Vaslui, Anul 2001, Numar persoane, 24
Feminin, Vaslui, Anul 2002, Numar persoane, 13
Feminin, Vaslui, Anul 2003, Numar persoane, 30
Feminin, Vaslui, Anul 2004, Numar persoane, 58
Feminin, Vaslui, Anul 2005, Numar persoane, 45
Feminin, Vaslui, Anul 2006, Numar persoane, 56
Feminin, Vaslui, Anul 2007, Numar persoane, 71
Feminin, Vaslui, Anul 2008, Numar persoane, 64
Feminin, Vaslui, Anul 2009, Numar persoane, 79
Feminin, Vaslui, Anul 2010, Numar persoane, 54
Feminin, Vaslui, Anul 2011, Numar persoane, 130
Feminin, Vaslui, Anul 2012, Numar persoane, 138
Feminin, Vaslui, Anul 2013, Numar persoane, 184
Feminin, Vaslui, Anul 2014, Numar persoane, 149
Feminin, Vaslui, Anul 2015, Numar persoane, 170
Feminin, Vaslui, Anul 2016, Numar persoane, 294
Feminin, Vaslui, Anul 2017, Numar persoane, 305
Feminin, Vaslui, Anul 2018, Numar persoane, 403
Feminin, Vaslui, Anul 2019, Numar persoane, 490
Feminin, Vaslui, Anul 2020, Numar persoane, 441
Feminin, Vaslui, Anul 2021, Numar persoane, 758
Feminin, Vaslui, Anul 2022, Numar persoane, 1257
Feminin, Braila, Anul 1991, Numar persoane, 62
Feminin, Braila, Anul 1992, Numar persoane, 41
Feminin, Braila, Anul 1993, Numar persoane, 23
Feminin, Braila, Anul 1994, Numar persoane, 32
Feminin, Braila, Anul 1995, Numar persoane, 82
Feminin, Braila, Anul 1996, Numar persoane, 57
Feminin, Braila, Anul 1997, Numar persoane, 57
Feminin, Braila, Anul 1998, Numar persoane, 54
Feminin, Braila, Anul 1999, Numar persoane, 35
Feminin, Braila, Anul 2000, Numar persoane, 71
Feminin, Braila, Anul 2001, Numar persoane, 38
Feminin, Braila, Anul 2002, Numar persoane, 29
Feminin, Braila, Anul 2003, Numar persoane, 43
Feminin, Braila, Anul 2004, Numar persoane, 60
Feminin, Braila, Anul 2005, Numar persoane, 51
Feminin, Braila, Anul 2006, Numar persoane, 76
Feminin, Braila, Anul 2007, Numar persoane, 62
Feminin, Braila, Anul 2008, Numar persoane, 62
Feminin, Braila, Anul 2009, Numar persoane, 87
Feminin, Braila, Anul 2010, Numar persoane, 54
Feminin, Braila, Anul 2011, Numar persoane, 116
Feminin, Braila, Anul 2012, Numar persoane, 133
Feminin, Braila, Anul 2013, Numar persoane, 141
Feminin, Braila, Anul 2014, Numar persoane, 100
Feminin, Braila, Anul 2015, Numar persoane, 117
Feminin, Braila, Anul 2016, Numar persoane, 186
Feminin, Braila, Anul 2017, Numar persoane, 210
Feminin, Braila, Anul 2018, Numar persoane, 263
Feminin, Braila, Anul 2019, Numar persoane, 237
Feminin, Braila, Anul 2020, Numar persoane, 193
Feminin, Braila, Anul 2021, Numar persoane, 288
Feminin, Braila, Anul 2022, Numar persoane, 330
Feminin, Buzau, Anul 1991, Numar persoane, 279
Feminin, Buzau, Anul 1992, Numar persoane, 28
Feminin, Buzau, Anul 1993, Numar persoane, 53
Feminin, Buzau, Anul 1994, Numar persoane, 57
Feminin, Buzau, Anul 1995, Numar persoane, 48
Feminin, Buzau, Anul 1996, Numar persoane, 63
Feminin, Buzau, Anul 1997, Numar persoane, 68
Feminin, Buzau, Anul 1998, Numar persoane, 77
Feminin, Buzau, Anul 1999, Numar persoane, 48
Feminin, Buzau, Anul 2000, Numar persoane, 50
Feminin, Buzau, Anul 2001, Numar persoane, 45
Feminin, Buzau, Anul 2002, Numar persoane, 34
Feminin, Buzau, Anul 2003, Numar persoane, 40
Feminin, Buzau, Anul 2004, Numar persoane, 46
Feminin, Buzau, Anul 2005, Numar persoane, 51
Feminin, Buzau, Anul 2006, Numar persoane, 64
Feminin, Buzau, Anul 2007, Numar persoane, 62
Feminin, Buzau, Anul 2008, Numar persoane, 49
Feminin, Buzau, Anul 2009, Numar persoane, 59
Feminin, Buzau, Anul 2010, Numar persoane, 54
Feminin, Buzau, Anul 2011, Numar persoane, 94
Feminin, Buzau, Anul 2012, Numar persoane, 70
Feminin, Buzau, Anul 2013, Numar persoane, 129
Feminin, Buzau, Anul 2014, Numar persoane, 86
Feminin, Buzau, Anul 2015, Numar persoane, 104
Feminin, Buzau, Anul 2016, Numar persoane, 188
Feminin, Buzau, Anul 2017, Numar persoane, 164
Feminin, Buzau, Anul 2018, Numar persoane, 206
Feminin, Buzau, Anul 2019, Numar persoane, 219
Feminin, Buzau, Anul 2020, Numar persoane, 163
Feminin, Buzau, Anul 2021, Numar persoane, 236
Feminin, Buzau, Anul 2022, Numar persoane, 308
Feminin, Constanta, Anul 1991, Numar persoane, 373
Feminin, Constanta, Anul 1992, Numar persoane, 206
Feminin, Constanta, Anul 1993, Numar persoane, 145
Feminin, Constanta, Anul 1994, Numar persoane, 209
Feminin, Constanta, Anul 1995, Numar persoane, 258
Feminin, Constanta, Anul 1996, Numar persoane, 244
Feminin, Constanta, Anul 1997, Numar persoane, 256
Feminin, Constanta, Anul 1998, Numar persoane, 208
Feminin, Constanta, Anul 1999, Numar persoane, 197
Feminin, Constanta, Anul 2000, Numar persoane, 287
Feminin, Constanta, Anul 2001, Numar persoane, 123
Feminin, Constanta, Anul 2002, Numar persoane, 100
Feminin, Constanta, Anul 2003, Numar persoane, 127
Feminin, Constanta, Anul 2004, Numar persoane, 181
Feminin, Constanta, Anul 2005, Numar persoane, 189
Feminin, Constanta, Anul 2006, Numar persoane, 205
Feminin, Constanta, Anul 2007, Numar persoane, 138
Feminin, Constanta, Anul 2008, Numar persoane, 166
Feminin, Constanta, Anul 2009, Numar persoane, 211
Feminin, Constanta, Anul 2010, Numar persoane, 162
Feminin, Constanta, Anul 2011, Numar persoane, 238
Feminin, Constanta, Anul 2012, Numar persoane, 287
Feminin, Constanta, Anul 2013, Numar persoane, 320
Feminin, Constanta, Anul 2014, Numar persoane, 273
Feminin, Constanta, Anul 2015, Numar persoane, 305
Feminin, Constanta, Anul 2016, Numar persoane, 481
Feminin, Constanta, Anul 2017, Numar persoane, 512
Feminin, Constanta, Anul 2018, Numar persoane, 615
Feminin, Constanta, Anul 2019, Numar persoane, 546
Feminin, Constanta, Anul 2020, Numar persoane, 404
Feminin, Constanta, Anul 2021, Numar persoane, 662
Feminin, Constanta, Anul 2022, Numar persoane, 827
Feminin, Galati, Anul 1991, Numar persoane, 102
Feminin, Galati, Anul 1992, Numar persoane, 74
Feminin, Galati, Anul 1993, Numar persoane, 65
Feminin, Galati, Anul 1994, Numar persoane, 69
Feminin, Galati, Anul 1995, Numar persoane, 202
